date,text,clean_text,tokens
2025-07-12 15:19:15+00:00,"با شدت‌ گرفتن حملات روسیه علیه اوکراین، سوئد و دیگر کشورهای شمال اروپا نسبت به پیامدهای ادامه این جنگ ابراز نگرانی کرده‌اند.

جزئیات بیشتر در گزارش مهران عباسیان، خبرنگار ایران‌اینترنشنال
@iranintltv",با شدت‌ گرفتن حملات روسیه علیه اوکراین، سوئد و دیگر کشورهای شمال اروپا نسبت به پیامدهای ادامه این جنگ ابراز نگرانی کرده‌اند. جزئیات بیشتر در گزارش مهران عباسیان، خبرنگار ایران‌اینترنشنال,"['شدت', 'گرفتن', 'حملات', 'روسیه', 'اوکراین', 'سوئد', 'کشور', 'شمال', 'اروپا', 'پیامد', 'ادامه', 'جنگ', 'ابراز', 'نگرانی', 'جزئیات_بیشتر', 'گزارش', 'مهران', 'عباس', 'خبرنگار_ایران']"
2025-07-12 15:15:13+00:00,یکی از شهروندان از ساری با ارسال ویدیویی به ایران‌اینترنشنال در شنبه ۲۱ تیر، ترافیک ایجادشده به دلیل ایست و بازرسی را در جاده نشان می‌دهد و می‌گوید: «۲۰ روز از جنگ گذاشته، جمهوری اسلامی هنوز می‌ترسد و همه‌جا ایست و بازرسی گذاشته است.»,یکی از شهروندان از ساری با ارسال ویدیویی به ایران‌اینترنشنال در شنبه ۲۱ تیر، ترافیک ایجادشده به دلیل ایست و بازرسی را در جاده نشان می‌دهد و می‌گوید: «۲۰ روز از جنگ گذاشته، جمهوری اسلامی هنوز می‌ترسد و همه‌جا ایست و بازرسی گذاشته است.»,"['یکی_شهروند', 'ساری', 'ارسال_ویدیو', 'ایران_اینترنشنال', 'شنبه_تیر', 'ترافیک', 'ایجادشده', 'دلیل', 'ایست', 'بازرسی', 'جاده', 'نشان', 'روز', 'جنگ', 'گذاشته', 'جمهوری_اسلامی', 'ایست', 'بازرسی']"
2025-07-12 13:34:01+00:00,"بهروز محبی، نماینده سبزوار در مجلس در خصوص توقف پروازهای شبانه در ایران به سایت رویداد ۲۴ گفت: «پروازهای شبانه به دلیل مسائل امنیتی، حضور احتمالی ریزپرنده‌ها و خطرات دیگر، فعلا انجام نمی‌شود.» 
او افزود: «هیچ زمان مشخصی برای پایان این وضعیت نمی‌توان ارائه داد. شرایط باید مدام رصد شود و تا زمانی که اطمینان امنیتی کامل حاصل نشود، پروازهای شبانه ممکن نخواهد بود.» 
این نماینده مجلس اضافه کرد: «با توجه به اینکه همچنان در وضعیت جنگی با اسرائیل قرار داریم و آتش‌بس به‌صورت رسمی و مکتوب تضمین نشده، امکان نقض آن وجود دارد، در حال حاضر مشکل فنی نداریم و مشکل فعلی، صرفا جنبه امنیتی دارد.»
https://iranintl.com/202507129659",بهروز محبی، نماینده سبزوار در مجلس در خصوص توقف پروازهای شبانه در ایران به سایت رویداد ۲۴ گفت: «پروازهای شبانه به دلیل مسائل امنیتی، حضور احتمالی ریزپرنده‌ها و خطرات دیگر، فعلا انجام نمی‌شود.» او افزود: «هیچ زمان مشخصی برای پایان این وضعیت نمی‌توان ارائه داد. شرایط باید مدام رصد شود و تا زمانی که اطمینان امنیتی کامل حاصل نشود، پروازهای شبانه ممکن نخواهد بود.» این نماینده مجلس اضافه کرد: «با توجه به اینکه همچنان در وضعیت جنگی با اسرائیل قرار داریم و آتش‌بس به‌صورت رسمی و مکتوب تضمین نشده، امکان نقض آن وجود دارد، در حال حاضر مشکل فنی نداریم و مشکل فعلی، صرفا جنبه امنیتی دارد.»,"['بهروز', 'محبی', 'نماینده', 'سبزوار', 'مجلس', 'توقف', 'پرواز', 'شبانه', 'ایران', 'سایت', 'رویداد', 'پرواز', 'شبانه', 'دلیل', 'مسائل', 'امنیتی', 'حضور', 'احتمال', 'ریزپرنده', 'خطرات', 'فعلا', 'انجام', 'نمی', 'زمان', 'برای_پایان', 'وضعیت', 'نمی', 'توان', 'ارائه', 'شرایط', 'مدام', 'رصد', 'زمانی', 'اطمینان', 'امنیتی', 'حاصل', 'پرواز', 'شبانه', 'نماینده', 'مجلس', 'اضافه', 'توجه', 'وضعیت', 'جنگی', 'اسرائیل', 'قرار', 'آتش', 'صورت', 'رسمی', 'مکتوب', 'تضمین', 'نشده', 'نقض', 'حال_حاضر', 'مشکل', 'فنی', 'مشکل', 'فعلی', 'صرفا', 'جنبه', 'امنیتی']"
2025-07-12 13:05:10+00:00,"روح‌الله رحیم‌پور،تحلیل‌گر سیاسی، می‌گوید: «در هر کشوری، در شرایط بحرانی مثل جنگ ۱۲روزه، مرگ چهره‌های امنیتی‌ای همچون علی طائب، این تردید را ایجاد می‌کند که مرگشان طبیعی نبوده؛ رسانه‌ها و کارشناسان حق دارند با دیده تردید به آن نگاه کنند.»
@iranintltv",روح‌الله رحیم‌پور،تحلیل‌گر سیاسی، می‌گوید: «در هر کشوری، در شرایط بحرانی مثل جنگ ۱۲روزه، مرگ چهره‌های امنیتی‌ای همچون علی طائب، این تردید را ایجاد می‌کند که مرگشان طبیعی نبوده؛ رسانه‌ها و کارشناسان حق دارند با دیده تردید به آن نگاه کنند.»,"['روح', 'الله', 'رحیم', 'پور', 'تحلیل_سیاسی', 'کشوری', 'شرایط', 'بحرانی', 'جنگ_روزه', 'مرگ', 'چهره', 'امنیتی', 'علی', 'طائب', 'تردید', 'ایجاد', 'مرگ', 'طبیعی', 'نبوده', 'رسانه', 'کارشناس', 'دیده', 'تردید', 'نگاه']"
2025-07-12 11:34:07+00:00,"حسین علایی، فرمانده پیشین نیروی دریایی سپاه، در یادداشتی با اشاره به جنگ ۱۲ روزه با اسرائیل، نوشت: «مهم‌ترین ضعف ما این بود که دستگاه‌های اطلاعاتی و امنیتی، به بزرگی و فعال بودن دائمی تشکیلات اطلاعاتی اسرائیل توجه کافی نکرده و توانایی‌های لازم را برای مقابله و مواجهه با سازمان‌های اطلاعاتی اسرائیل فراهم نکرده‌اند.» 
او افزود: «یکی از مهم‌ترین نقاط ضعف جمهوری اسلامی، غافلگیر شدن در زمان آغاز حمله اسرائیل بود.»
https://iranintl.com/202507129370",حسین علایی، فرمانده پیشین نیروی دریایی سپاه، در یادداشتی با اشاره به جنگ ۱۲ روزه با اسرائیل، نوشت: «مهم‌ترین ضعف ما این بود که دستگاه‌های اطلاعاتی و امنیتی، به بزرگی و فعال بودن دائمی تشکیلات اطلاعاتی اسرائیل توجه کافی نکرده و توانایی‌های لازم را برای مقابله و مواجهه با سازمان‌های اطلاعاتی اسرائیل فراهم نکرده‌اند.» او افزود: «یکی از مهم‌ترین نقاط ضعف جمهوری اسلامی، غافلگیر شدن در زمان آغاز حمله اسرائیل بود.»,"['حسین', 'علایی', 'فرمانده', 'پیشین', 'نیروی', 'دریایی', 'سپاه', 'یادداشت', 'اشاره_جنگ', 'روزه_اسرائیل', 'مهم_ترین', 'ضعف', 'دستگاه', 'اطلاعاتی', 'امنیتی', 'بزرگی', 'فعال', 'دائمی', 'تشکیلات', 'اطلاعاتی', 'اسرائیل', 'توجه', 'نکرده', 'توانایی', 'مقابله', 'مواجهه', 'سازمان', 'اطلاعاتی', 'اسرائیل', 'فراهم', 'مهم_ترین', 'نقاط', 'ضعف', 'جمهوری_اسلامی', 'غافلگیر', 'زمان_آغاز', 'حمله', 'اسرائیل']"
2025-07-12 10:04:07+00:00,"عباس عبدی، فعال اصلاح‌طلب با اشاره به جنگ ۱۲ روزه میان جمهوری اسلامی و اسرائیل گفت: «بازی از الان شروع شده است. ما از ۹۰ دقیقه بازی هنوز دقیقه دهم هم نیستیم. ممکن است طرفین یکی دو گل به هم زده باشند. اما بحث اصلی از الان به بعد است.» 
او افزود: «زمانی ممکن است آنقدر گل بخوریم یا بزنیم که بگویند همین جا بازی تمام است. خدا نکند به این صورت شود.»
https://iranintl.com/202507124631",عباس عبدی، فعال اصلاح‌طلب با اشاره به جنگ ۱۲ روزه میان جمهوری اسلامی و اسرائیل گفت: «بازی از الان شروع شده است. ما از ۹۰ دقیقه بازی هنوز دقیقه دهم هم نیستیم. ممکن است طرفین یکی دو گل به هم زده باشند. اما بحث اصلی از الان به بعد است.» او افزود: «زمانی ممکن است آنقدر گل بخوریم یا بزنیم که بگویند همین جا بازی تمام است. خدا نکند به این صورت شود.»,"['عباس', 'عبدی', 'فعال', 'اصلاح', 'طلب', 'اشاره_جنگ', 'روزه_میان', 'جمهوری_اسلامی', 'اسرائیل', 'بازی', 'الان', 'دقیقه', 'بازی', 'دقیقه', 'دهم', 'نیستیم', 'طرفین', 'بحث', 'اصلی', 'الان', 'زمانی', 'آنقدر', 'بازی', 'خدا', 'صورت']"
2025-07-12 09:34:07+00:00,"محسن حیدری، عضو مجلس خبرگان با اشاره به جنگ ۱۲ روزه با اسرائیل به سایت دیده‌بان ایران گفت: «دشمن گمان می‌کند رهبری فردی ترسوست و همین که ارعاب و تهدید ببیند، عقب می‌نشیند و ملت ایران هم به دنبال او تسلیم خواهند شد.» 
او ادامه داد: «حکم محاربه ترامپ را نه فقط مردم ایران که مسلمانان آمریکا و اروپا اجرا می‌کنند.»
https://iranintl.com/202507124056",محسن حیدری، عضو مجلس خبرگان با اشاره به جنگ ۱۲ روزه با اسرائیل به سایت دیده‌بان ایران گفت: «دشمن گمان می‌کند رهبری فردی ترسوست و همین که ارعاب و تهدید ببیند، عقب می‌نشیند و ملت ایران هم به دنبال او تسلیم خواهند شد.» او ادامه داد: «حکم محاربه ترامپ را نه فقط مردم ایران که مسلمانان آمریکا و اروپا اجرا می‌کنند.»,"['محسن', 'حیدری', 'عضو', 'مجلس_خبرگان', 'اشاره_جنگ', 'روزه_اسرائیل', 'سایت', 'دیده', 'بان', 'ایران', 'دشمن', 'گمان', 'رهبری', 'ترسوس', 'ارعاب', 'تهدید', 'عقب', 'ملت_ایران', 'دنبال', 'تسلیم', 'ادامه_داد', 'حکم', 'محاربه', 'ترامپ', 'مردم_ایران', 'مسلمان', 'آمریکا', 'اروپا']"
2025-07-12 08:36:42+00:00,"در حالی که آتش‌بس میان جمهوری اسلامی و اسرائیل برقرار شده است، فضای افکار عمومی در ایران، سیاست‌های اسرائیل‌ستیزانه حکومت را عامل اصلی در سوق دادن کشور به سوی جنگ می‌داند.

بررسی این موضوع در گفت‌وگو با امیر سلطان‌زاده، عضو تحریریه ایران‌اینترنشنال
@iranintltv",در حالی که آتش‌بس میان جمهوری اسلامی و اسرائیل برقرار شده است، فضای افکار عمومی در ایران، سیاست‌های اسرائیل‌ستیزانه حکومت را عامل اصلی در سوق دادن کشور به سوی جنگ می‌داند. بررسی این موضوع در گفت‌وگو با امیر سلطان‌زاده، عضو تحریریه ایران‌اینترنشنال,"['آتش_میان', 'جمهوری_اسلامی', 'اسرائیل', 'برقرار', 'فضای', 'افکار_عمومی', 'ایران', 'سیاست_های', 'اسرائیل', 'ستیزانه', 'حکومت', 'عامل', 'اصلی', 'سوق', 'کشور', 'جنگ', 'بررسی', 'این_موضوع', 'امیر', 'سلطان', 'زاده_عضو', 'تحریریه_ایران']"
2025-07-12 08:34:01+00:00,"اصغر جهانگیر، سخنگوی قوه قضاییه بدون اشاره به جزییات گفت که تعدادی به اتهام جاسوسی دستگیر شدند که پرونده‌های آن‌ها در حال رسیدگی است. 
او ادامه داد: «اتهام جاسوسی به برخی بازداشت‌شدگان تفهیم شده است و به پرونده آنان خارج از نوبت رسیدگی خواهد شد.» 
پس از جنگ ۱۲ روزه میان جمهوری اسلامی و اسرائیل، صدها شهروند با عناوین اتهامی نامشخص بازداشت شده‌اند و از شرایط و محل نگهداری آنان اطلاعی در دست نیست.
https://iranintl.com/202507127773",اصغر جهانگیر، سخنگوی قوه قضاییه بدون اشاره به جزییات گفت که تعدادی به اتهام جاسوسی دستگیر شدند که پرونده‌های آن‌ها در حال رسیدگی است. او ادامه داد: «اتهام جاسوسی به برخی بازداشت‌شدگان تفهیم شده است و به پرونده آنان خارج از نوبت رسیدگی خواهد شد.» پس از جنگ ۱۲ روزه میان جمهوری اسلامی و اسرائیل، صدها شهروند با عناوین اتهامی نامشخص بازداشت شده‌اند و از شرایط و محل نگهداری آنان اطلاعی در دست نیست.,"['اصغر', 'جهانگیر', 'سخنگو', 'قوه_قضاییه', 'اشاره', 'جزییات', 'تعدادی', 'اتهام', 'جاسوسی', 'دستگیر', 'پرونده', 'رسیدگی', 'ادامه_داد', 'اتهام', 'جاسوسی', 'بازداشت', 'شدگان', 'تفهیم', 'پرونده', 'خارج', 'نوبت', 'رسیدگی', 'جنگ_روزه', 'میان_جمهوری', 'اسلامی', 'اسرائیل', 'صدها', 'شهروند', 'عناوین', 'اتهام', 'نامشخص', 'بازداشت', 'شرایط', 'محل', 'نگهداری', 'اطلاعی', 'دست']"
2025-07-12 06:54:07+00:00,"رضا محمدحسینی، زندانی سیاسی در متنی که به ایران‌اینترنشنال رسیده، با اشاره به جنگ ۱۲ روزه جمهوری اسلامی و اسرائیل، نوشت: «عامل اصلی این اتفاقات جمهوری اسلامی و بلندپروازی‌های او و نیز تلاش حکومت در چند دهه برای گسترش تروریسم در منطقه و تولید سلاح هسته‌ای است. حکومتی که از ابتدای پیدایش به دنبال نابودی یکی از کشورهای عضو جامعه بین‌الملل بوده، حتی برای درگیری احتمالی با آن کشور نیز پناهگاهی برای مردم خود نساخته و تمهیداتی نیاندیشیده است. به همین خاطر خون هم‌میهنان بی‌گناه و غیرنظامی ما بر گردن این حکومت است.»
این زندانی سیاسی اضافه کرد: «در این شرایط جنگی و خطرناک که حتی زندان اوین هم مورد حمله واقع شده، حکومت به جای مراقبت از جان زندانیان و آزادی آن‌ها، مانند اسرای جنگی با آن‌ها رفتار کرده، به رویشان اسلحه کشیده و آن‌ها را با غل و زنجیر به زندان‌های تهران بزرگ و قرچک برده و در بندهایی بدون امکانات اولیه و در شرایط غیرانسانی نگه داشته‌است.»
https://iranintl.com/202507124334",رضا محمدحسینی، زندانی سیاسی در متنی که به ایران‌اینترنشنال رسیده، با اشاره به جنگ ۱۲ روزه جمهوری اسلامی و اسرائیل، نوشت: «عامل اصلی این اتفاقات جمهوری اسلامی و بلندپروازی‌های او و نیز تلاش حکومت در چند دهه برای گسترش تروریسم در منطقه و تولید سلاح هسته‌ای است. حکومتی که از ابتدای پیدایش به دنبال نابودی یکی از کشورهای عضو جامعه بین‌الملل بوده، حتی برای درگیری احتمالی با آن کشور نیز پناهگاهی برای مردم خود نساخته و تمهیداتی نیاندیشیده است. به همین خاطر خون هم‌میهنان بی‌گناه و غیرنظامی ما بر گردن این حکومت است.» این زندانی سیاسی اضافه کرد: «در این شرایط جنگی و خطرناک که حتی زندان اوین هم مورد حمله واقع شده، حکومت به جای مراقبت از جان زندانیان و آزادی آن‌ها، مانند اسرای جنگی با آن‌ها رفتار کرده، به رویشان اسلحه کشیده و آن‌ها را با غل و زنجیر به زندان‌های تهران بزرگ و قرچک برده و در بندهایی بدون امکانات اولیه و در شرایط غیرانسانی نگه داشته‌است.»,"['رضا', 'محمدحسین', 'زندانی_سیاسی', 'متنی', 'ایران_اینترنشنال', 'رسیده', 'اشاره_جنگ', 'روزه', 'جمهوری_اسلامی', 'اسرائیل', 'عامل', 'اصلی', 'اتفاقات', 'جمهوری_اسلامی', 'بلندپروازی', 'تلاش', 'حکومت', 'گسترش', 'تروریسم', 'منطقه', 'تولید', 'سلاح_هسته', 'حکومتی', 'پیدایش', 'دنبال', 'نابودی', 'کشور', 'عضو', 'جامعه', 'بین_الملل', 'درگیری', 'احتمال', 'کشور', 'پناهگاه', 'مردم', 'نساخته', 'تمهیدات', 'نیاندیشیده', 'خاطر', 'خون', 'میهن', 'گناه', 'غیرنظامی', 'گردن', 'حکومت', 'زندانی_سیاسی', 'اضافه', 'شرایط_جنگی', 'خطرناک', 'زندان_اوین', 'حمله', 'واقع', 'حکومت', 'مراقبت', 'جان', 'زندانیان', 'آزادی', 'اسرا', 'جنگی', 'رفتار', 'اسلحه', 'کشیده', 'زنجیر', 'زندان', 'تهران', 'قرچک', 'برده', 'بند', 'امکانات', 'اولیه', 'شرایط', 'غیرانسانی', 'نگه']"
2025-07-12 04:44:06+00:00,"معاون اقتصادی استاندار ایلام گفت افزایش قیمت نان به‌دلیل افزایش هزینه‌هایی جانبی مانند کرایه حمل، قیمت افزودنی‌ها، هزینه‌های انرژی مانند برق، آب و گاز و همچنین حق بیمه کارگران نانوایی‌ها است.

عباس میرزاد افزود پس از اعمال قیمت‌های جدید، در مرکز استان شاهد افزایش ۵۲ درصدی و در شهرستان‌ها افزایش ۴۲ درصدی خواهیم بود.

این مقام دولت اضافه کرد قرار بوده این افزایش قیمت پیش از آغاز جنگ ۱۲ روزه اعمال شود اما به تاخیر افتاد.
https://iranintl.com/202507124438",معاون اقتصادی استاندار ایلام گفت افزایش قیمت نان به‌دلیل افزایش هزینه‌هایی جانبی مانند کرایه حمل، قیمت افزودنی‌ها، هزینه‌های انرژی مانند برق، آب و گاز و همچنین حق بیمه کارگران نانوایی‌ها است. عباس میرزاد افزود پس از اعمال قیمت‌های جدید، در مرکز استان شاهد افزایش ۵۲ درصدی و در شهرستان‌ها افزایش ۴۲ درصدی خواهیم بود. این مقام دولت اضافه کرد قرار بوده این افزایش قیمت پیش از آغاز جنگ ۱۲ روزه اعمال شود اما به تاخیر افتاد.,"['معاون', 'اقتصادی', 'استاندار', 'ایلام', 'افزایش', 'قیمت', 'نان', 'دلیل', 'افزایش', 'هزینه', 'جانبی', 'کرایه', 'حمل', 'قیمت', 'افزودنی', 'هزینه', 'انرژی', 'برق', 'گاز', 'بیمه', 'کارگران', 'نانوایی', 'عباس', 'میرزاد', 'اعمال', 'قیمت', 'مرکز', 'استان', 'شاهد', 'افزایش', 'درصدی', 'شهرستان', 'افزایش', 'درصدی', 'مقام', 'دولت', 'اضافه', 'قرار', 'افزایش', 'قیمت', 'آغاز_جنگ', 'روزه', 'اعمال', 'تاخیر']"
2025-07-12 03:34:01+00:00,"فرزند خانواده‌های مقیمی و ساداتی، از کشته‌شدگان حملات اسرائیل در جنگ ۱۲ روزه، گفت که مصطفی ساداتی، دست‌اندرکار برنامه اتمی، در «صنایع دفاع» کار می‌کرد و هیچ‌وقت درباره کارش چیزی تعریف نمی‌کرد.

او در مصاحبه‌ای ویدیویی با برنامه «ملازمان حرم» صداوسیما افزود ساداتی از چند سال قبل کشته‌شدنش می‌گفت که ممکن است در لیست اهداف حمله باشد.
https://iranintl.com/202507129687",فرزند خانواده‌های مقیمی و ساداتی، از کشته‌شدگان حملات اسرائیل در جنگ ۱۲ روزه، گفت که مصطفی ساداتی، دست‌اندرکار برنامه اتمی، در «صنایع دفاع» کار می‌کرد و هیچ‌وقت درباره کارش چیزی تعریف نمی‌کرد. او در مصاحبه‌ای ویدیویی با برنامه «ملازمان حرم» صداوسیما افزود ساداتی از چند سال قبل کشته‌شدنش می‌گفت که ممکن است در لیست اهداف حمله باشد.,"['فرزند', 'خانواده', 'مقیمی', 'سادات', 'کشته_شدگان', 'حملات_اسرائیل', 'جنگ_روزه', 'مصطفی', 'سادات', 'دست', 'اندرکار', 'برنامه', 'اتم', 'صنایع', 'دفاع', 'کار', 'وقت', 'کارش', 'تعریف', 'نمی', 'مصاحبه', 'برنامه', 'ملازمان', 'حرم', 'صداوسیما', 'سادات', 'سال', 'کشته_شدن', 'لیست', 'اهداف', 'حمله']"
2025-07-12 02:34:06+00:00,"سعید صلح‌میرزایی، عضو مجلس خبرگان، با اشاره به جنگ ۱۲ روزه با اسرائیل گفت: «همه دیدند که مقامات نظامی و حتی سران سه قوه، ترور شدند که الحمدلله در برخی موارد دشمن موفق نشد.»
او بر راه‌اندازی «اینترنت ملی» و مدیریت فضای مجازی در زمینه مقابله با اسرائیل تاکید کرد.
صلح‌میرزایی «افزایش محبوبیت» خامنه‌ای را از دستاوردهای جنگ ۱۲ روزه خواند.
https://iranintl.com/202507123117",سعید صلح‌میرزایی، عضو مجلس خبرگان، با اشاره به جنگ ۱۲ روزه با اسرائیل گفت: «همه دیدند که مقامات نظامی و حتی سران سه قوه، ترور شدند که الحمدلله در برخی موارد دشمن موفق نشد.» او بر راه‌اندازی «اینترنت ملی» و مدیریت فضای مجازی در زمینه مقابله با اسرائیل تاکید کرد. صلح‌میرزایی «افزایش محبوبیت» خامنه‌ای را از دستاوردهای جنگ ۱۲ روزه خواند.,"['سعید', 'صلح', 'میرزایی', 'عضو', 'مجلس_خبرگان', 'اشاره_جنگ', 'روزه_اسرائیل', 'مقامات', 'نظامی', 'سران', 'قوه', 'ترور', 'الحمدلله', 'موارد', 'دشمن', 'موفق', 'اینترنت', 'ملی', 'مدیریت', 'فضای_مجازی', 'زمینه', 'مقابله', 'اسرائیل', 'تاکید', 'صلح', 'میرزایی', 'افزایش', 'محبوبیت', 'خامنه', 'دستاورد', 'جنگ_روزه']"
2025-07-12 01:34:07+00:00,"شبکه فاکس‌نیوز مصاحبه‌ای با بنیامین نتانیاهو را که در جریان سفر به آمریکا انجام داده منتشر کرد که نخست‌وزیر اسرائیل در آن با اشاره به توافق‌های «ابراهیم» می‌گوید اگر کسی شایسته جایزه نوبل صلح باشد، ترامپ است.

نتانیاهو افزود: «اول از همه، او توافق‌های ابراهیم را میانجی‌گری کرد که در آن اسرائیل با چهار کشور عربی صلح برقرار کرد. من فکر می‌کنم این کار شاید چهار جایزه نوبل برای او ارزش داشته باشد.»

او اضافه کرد: «دوم اینکه، او فعالانه در هر گوشه‌ای از دنیا در حال تلاش است. او در آفریقا میان رواندا و کنگو صلح برقرار کرد، جنگی خونین که جان‌های بی‌شماری را می‌گرفت. او به آن پایان داد. او میان هند و پاکستان که دو قدرت هسته‌ای هستند، صلح برقرار کرد. به نظرم این موضوع مهمی است و شایسته جایزه نوبل است.»

نتانیاهو گفت من می‌دانم که «ترامپ دست‌کم در سه نقطه دیگر در حال تلاش است، از جمله همراه با من، برای گسترش پیمان‌های ابراهیم. این هم شایسته یک جایزه نوبل است.»

او اشاره کرد: «بنابراین فکر می‌کنم همه باید در نامزدی رئیس‌جمهور دونالد جی. ترامپ برای دریافت جایزه نوبل همراه شوند. این یک جایزه واقعاً نجیبانه خواهد بود.»
ht",شبکه فاکس‌نیوز مصاحبه‌ای با بنیامین نتانیاهو را که در جریان سفر به آمریکا انجام داده منتشر کرد که نخست‌وزیر اسرائیل در آن با اشاره به توافق‌های «ابراهیم» می‌گوید اگر کسی شایسته جایزه نوبل صلح باشد، ترامپ است. نتانیاهو افزود: «اول از همه، او توافق‌های ابراهیم را میانجی‌گری کرد که در آن اسرائیل با چهار کشور عربی صلح برقرار کرد. من فکر می‌کنم این کار شاید چهار جایزه نوبل برای او ارزش داشته باشد.» او اضافه کرد: «دوم اینکه، او فعالانه در هر گوشه‌ای از دنیا در حال تلاش است. او در آفریقا میان رواندا و کنگو صلح برقرار کرد، جنگی خونین که جان‌های بی‌شماری را می‌گرفت. او به آن پایان داد. او میان هند و پاکستان که دو قدرت هسته‌ای هستند، صلح برقرار کرد. به نظرم این موضوع مهمی است و شایسته جایزه نوبل است.» نتانیاهو گفت من می‌دانم که «ترامپ دست‌کم در سه نقطه دیگر در حال تلاش است، از جمله همراه با من، برای گسترش پیمان‌های ابراهیم. این هم شایسته یک جایزه نوبل است.» او اشاره کرد: «بنابراین فکر می‌کنم همه باید در نامزدی رئیس‌جمهور دونالد جی. ترامپ برای دریافت جایزه نوبل همراه شوند. این یک جایزه واقعاً نجیبانه خواهد بود.» ht,"['شبکه', 'فاکس_نیوز', 'مصاحبه', 'بنیامین_نتانیاهو', 'سفر', 'آمریکا', 'انجام', 'منتشر', 'نخست_وزیر', 'اسرائیل', 'اشاره', 'توافق', 'ابراهیم', 'شایسته', 'جایزه_نوبل', 'صلح', 'ترامپ', 'نتانیاهو', 'توافق', 'ابراهیم', 'گری', 'اسرائیل', 'کشور', 'عربی', 'صلح', 'برقرار', 'کار', 'جایزه_نوبل', 'ارزش', 'اضافه', 'فعالانه', 'گوشه', 'دنیا', 'تلاش', 'آفریقا', 'رواندا', 'کنگو', 'صلح', 'برقرار', 'جنگی', 'خونین', 'جان', 'پایان', 'هند', 'پاکستان', 'قدرت', 'هسته', 'صلح', 'برقرار', 'نظرم', 'این_موضوع', 'شایسته', 'جایزه_نوبل', 'نتانیاهو', 'ترامپ', 'دست', 'نقطه', 'تلاش', 'جمله', 'همراه', 'گسترش', 'پیمان', 'ابراهیم', 'شایسته', 'جایزه_نوبل', 'اشاره', 'نامزدی', 'رئیس_جمهور', 'دونالد_ترامپ', 'دریافت', 'جایزه_نوبل', 'همراه', 'جایزه', 'واقعا', 'نجیبانه']"
2025-07-12 00:39:16+00:00,"هادی حق‌شناس، استاندار گیلان، با اشاره به سفر اخیر رییس‌ دولت به گیلان گفت که مسعود پزشکیان «بدون واسطه، خود پشت فرمان نشست و از نزدیک با مردم و مسائل استان مواجه شد.»
او افزود: «با این سبک از مدیریت، دیگر هیچ مسئولی نمی‌تواند از مسئولیت شانه خالی کند.»
حق‌شناس گفت امروز وقتی یک مدیرکل می‌خواهد سفر کند «کلی بریز و بپاش» می‌کند.
او با اشاره به جنگ ۱۲ روزه با اسرائیل افزود: «مردم ایران همچنان پای نظام ایستاده‌اند.»
https://iranintl.com/202507129358",هادی حق‌شناس، استاندار گیلان، با اشاره به سفر اخیر رییس‌ دولت به گیلان گفت که مسعود پزشکیان «بدون واسطه، خود پشت فرمان نشست و از نزدیک با مردم و مسائل استان مواجه شد.» او افزود: «با این سبک از مدیریت، دیگر هیچ مسئولی نمی‌تواند از مسئولیت شانه خالی کند.» حق‌شناس گفت امروز وقتی یک مدیرکل می‌خواهد سفر کند «کلی بریز و بپاش» می‌کند. او با اشاره به جنگ ۱۲ روزه با اسرائیل افزود: «مردم ایران همچنان پای نظام ایستاده‌اند.»,"['هادی', 'شناس', 'استاندار', 'گیلان', 'اشاره', 'سفر', 'رییس', 'دولت', 'گیلان', 'مسعود_پزشک', 'واسطه', 'فرمان', 'مردم', 'مسائل', 'استان', 'سبک', 'مدیریت', 'مسئول', 'نمی', 'مسئولیت', 'شانه', 'خالی', 'شناس', 'امروز', 'مدیرکل', 'خواهد_سفر', 'بریز', 'بپا', 'اشاره_جنگ', 'روزه_اسرائیل', 'مردم_ایران', 'پای', 'نظام']"
