date,text
2025-07-22 16:04:01+00:00,"فرزانه صادق، وزیر راه و شهرسازی دولت پزشکیان، از تشکیل «شورای راهبردی مرمت ساختمان شیشه‌ای صداوسیما» خبر داد و گفت این ساختمان تا پیش از جنگ ۱۲ روزه نماد «شفافیت در اطلاع رسانی» بود اما به علت تداوم برنامه‌ها هنگام حمله به آن، اکنون نماد «مقاومت مردم ایران در برابر دشمنان» نیز شده است.

او افزود بررسی سازه‌‎ای ساختمان شیشه‌ای به «سازمان مجری ساختمان‌ها و تاسیسات دولتی و عمومی» سپرده شده و گزارش نهایی این سازمان می‌‎تواند مبنایی برای تصمیم گیری در شورای راهبردی در خصوص چگونگی مرمت ساختمان شیشه‎ای باشد.

فرزانه صادق اضافه کرد: «تصمیم‌گیری درباره برگزاری ابعاد مسابقه بین‌المللی مرمت ساختمان شیشه‌‎ای نیز به عهده شورای راهبردی خواهد بود تا ضمن حفظ هویت تاریخی این بنا به عنوان یک اثر معماری مدرن، برای چگونگی بازسازی آن تصمیم گیری کند.»
https://iranintl.com/202507227444"
2025-07-22 15:04:57+00:00,"وزیر ارتباطات سه‌شنبه در مجلس گفت جنگ ۱۲ روزه به اقتصاد دیجیتال و زیرساخت‌های سایبری ایران آسیب زده و اشتغال در این بخش ۳۰ درصد کاهش یافته است.

گفت‌وگو با محمد ماشین‌چیان، پژوهش‌گر ارشد حکمرانی و اقتصاد در دانشگاه پیتزبورگ
@iranintltv"
2025-07-22 15:04:07+00:00,"روزنامه بریتانیایی تلگراف گزارش داد که شرکت‌های بیمه مستقر در لندن، نفتکش‌هایی را که از تنگه هرمز عبور می‌کنند، موظف کرده‌اند تسلیحات و مهمات بیشتری به همراه داشته و نیروهای امنیتی بیشتری استخدام کنند.

بر اساس این گزارش، کشتی‌هایی که از نزدیکی ایران عبور می‌کنند، با افزایش چشمگیر هزینه بیمه «خطر جنگ» روبه‌رو هستند؛ موضوعی که در پی افزایش تنش‌ها میان جمهوری اسلامی، آمریکا و اسرائیل رخ داده است.

طبق شرایط جدید برخی شرکت‌های بیمه، کشتی‌ها باید مقدار مشخصی مهمات همراه نیروهای مسلح داشته باشند. برخی دیگر نیز تخفیف‌هایی در حق بیمه ارائه می‌دهند، مشروط بر اینکه کشتی‌ها سطح مشخصی از تدابیر امنیتی را رعایت کرده باشند.

دیوید اسمیت از شرکت بیمه «مک‌گیل و پارتنرز» در این‌باره گفت: «در برخی مناطق، اگر کشتی نیروهای مسلح به همراه داشته باشد، بیمه‌گران حق بیمه را با تخفیف ارائه می‌کنند. در بعضی موارد، حتی تعداد نیروهای مسلح و میزان مهمات مورد نیاز توسط شرکت بیمه تعیین می‌شود تا کشتی‌ها توان مقابله با حملات احتمالی و جلوگیری از تصرف را داشته باشند.»
https://iranintl.com/202507220537"
2025-07-22 14:53:43+00:00,"در ادامه سرکوب‌ها پس از جنگ ۱۲ روزه، دولت پزشکیان لایحه دو فوریتی کنترل محتوا و تشدید مجازات‌های مربوط به شبکه‌های اجتماعی را به مجلس فرستاد.

گفت‌وگو با آسیه امینی، تحلیل‌گر مسائل اجتماعی
@iranintltv"
2025-07-22 13:57:32+00:00,"سازمان عفو بین‌الملل در گزارشی تازه خواستار تحقیق درباره حمله اسرائیل به زندان اوین به عنوان «جنایت جنگی» شد. اسرائیل پس از حمله دوم تیر، این اقدام را حمله‌ای هدفمند علیه نماد سرکوب مردم ایران توصیف کرده بود.

گفت‌‌وگو با رها بحرینی، حقوقدان و پژوهشگر عفو بین‌الملل در امور ایران
@iranintltv"
2025-07-22 13:49:36+00:00,"موسسه جینسا گزارش داد جمهوری اسلامی در جنگ ۱۲ روزه برای حملات موشکی به اسرائیل و پایگاه العدید در قطر بین ۱ تا ۶ میلیارد دلار هزینه کرده است. این در حالی‌ست که آمریکا و اسرائیل حدود ۱ تا ۲ میلیارد دلار خرج کرده‌اند.

گفت‌‌وگو با حسین آقایی، عضو تحریریه ایران‌اینترنشنال
@iranintltv"
2025-07-22 13:08:58+00:00,"عباس عراقچی با تاکید بر ادامه حمایت جمهوری اسلامی از شبه‌نظامیان و گروه‌های نیابتی در منطقه گفت: «این گروه‌ها برای سرزمین خود با اسرائیل می‌جنگند و پاک کردن اسرائیل از روی نقشه هیچ‌گاه سیاست جمهوری اسلامی نبوده است.»

گفت‌وگو با علی‌حسین قاضی‌زاده، عضو تحریریه ایران‌اینترنشنال
@iranintltv"
2025-07-22 13:04:28+00:00,"یکی از مخاطبان با ارسال ویدیویی به ایران‌اینترنشنال گفت که سه‌شنبه ۳۱ تیرماه در محدوده پرندک واقع در آزادراه تهران-قم، پس از شنیده شدن صدای انفجار، دود به آسمان برخاست.

مدیرکل مدیریت بحران استانداری قم گفت که دود مشاهده شده در این مسیر، ناشی از خنثی‌سازی مهمات باقی‌مانده از روزهای جنگ ۱۲ روزه است."
2025-07-22 13:04:07+00:00,"همسر غلامعلی رشید، فرمانده قرارگاه مرکزی خاتم‌الانبیای سپاه پاسداران که در حمله اسرائیل طی جنگ ۱۲ روزه کشته شد، گفت که این فرمانده نظامی «عاشق علی (امام اول شیعیان) بود و با او عشق‌بازی می‌کرد، با اسم و وجودش.»

او اشاره کرد «وقتی کسی در خانه نبود، غلامعلی رشید عکس امام علی را از کمد در می‌آورد به دیوار می‌زد و با او حرف می‌زد.»

او افزود اگر رشید تحصیلاتش را ادامه می‌داد «پزشک» می‌شد. به گفته همسر رشید، این فرمانده نظامی کشته‌شده اطلاعات تغذیه داشت و کالری خوراکی‌ها را می‌دانست و کالری مصرفی از جمله برای چای و قند را اطلاع داشت و می‌دانست چقدر مصرف می‌کند.
https://iranintl.com/202507227264"
2025-07-22 12:51:27+00:00,"گروهی متشکل از ۲۸ کشور غربی از جمله بریتانیا، فرانسه و کانادا در بیانیه‌ای مدل کمک‌رسانی اسرائیل در غزه را «خطرناک و تحقیرکننده» خوانده و با اشاره به اوج رنج مردم، خواستار پایان فوری جنگ شدند.

گفت‌‌وگو با نیلوفر پورابراهیم و بابک اسحاقی، خبرنگاران ایران‌اینترنشنال
@iranintltv"
2025-07-22 12:44:06+00:00,"سخنگوی وزارت خارجه آمریکا با تایید گزارش‌ها از قصد ایالات متحده برای خروج از یونسکو اعلام کرد:‌ «ادامه حضور در یونسکو، در راستای منافع ملی ایالات متحده نیست.»

یونسکو که مقر آن در پاریس است، پس از جنگ جهانی دوم با هدف ترویج صلح از طریق همکاری‌های بین‌المللی در حوزه آموزش، علم و فرهنگ تأسیس شد. 

خروج آمریکا از این سازمان، ضربه‌ای سیاسی و مالی برای آن محسوب می‌شود.
خروج آمریکا از این سازمان، ضربه‌ای سیاسی و مالی برای آن محسوب می‌شود.

دولت آمریکا علت این اقدام را مواضع یونسکو علیه اسرائیل و ترویج اهداف تفرقه‌برانگیز عنوان کرده است.

این سومین بار به صورت کلی و دومین‌بار از سوی دولت تحت کنترل دونالد ترامپ است که آمریکا از یونسکو خارج می‌شود.

ایالات متحده پیش‌تر نیز در سال ۱۹۸۴ در دوران دولت رونالد ریگان از یونسکو خارج شده بود. دلیل آن، به‌گفته مقامات آمریکایی، این بود که این سازمان دارای سوء‌مدیریت، فساد مالی و ابزاری در خدمت منافع اتحاد جماهیر شوروی تلقی می‌شد. 

ترامپ در دوره نخست ریاست‌جمهوری خود نیز آمریکا را از یونسکو خارج کرده بود. 
https://iranintl.com/202507222006"
2025-07-22 10:34:45+00:00,"سخنگوی دولت پزشکیان اعلام کرد در جنگ ۱۲ روزه با اسرائیل، هزار و ۶۲ نفر در ایران کشته شدند.

محسن مهیمنی، خبرنگار ایران‌اینترنشنال، درباره جزئیات آماری که دولت پزشکیان از شمار کشته‌شدگان و خسارات جنگ ارائه می‌دهد، توضیح می‌دهد
@iranintltv"
2025-07-22 10:26:12+00:00,"گروهی متشکل از ۲۸ کشور غربی از جمله بریتانیا، فرانسه و کانادا خواستار پایان فوری جنگ در غزه شدند. این کشورها در بیانیه‌ای کشتار فلسطینی‌ها، از جمله صدها کشته در نزدیکی مراکز توزیع غذا را محکوم کرده‌اند.

گفت‌‌وگو با اشکان صفایی، خبرنگار ایران‌اینترنشنال
@iranintltv"
2025-07-22 10:23:04+00:00,"دولت مسعود پزشکیان لایحه‌ای را برای تصویب به مجلس ارسال کرد که با پیشنهاد قوه قضاییه تدوین شده و قرار است مجازات‌ها و کنترل‌ها بر محتوای شبکه‌های اجتماعی را تحت عنوان مقابله با اخبار «نادرست و جعلی» تشدید کند.

این لایحه مجازات‌هایی از جمله حبس، محرومیت و جریمه نقدی را برای کاربران فضای مجازی تشدید می‌کند.

از جمله موارد تشدید تخلف این خواهد بود که محتوا از سوی افراد «دارای شهرت، مهارت، موقعیت یا قدرت تاثیرگذاری» انتشار یابد یا کارمندان و مقام‌های دولت آن را منتشر کنند. 

طبق این لایحه همچنین «نشر محتوای خلاف واقع با حساب جعلی یا از طریق ربات و سامانه خودکار» و همچنین «تکرار تخلف یا نشر در وضعیت بحرانی یا جنگی و تهدید امنیت ملی موجب تشدید مجازات می‌شود.

بر اساس این لایحه، وزارت ارشاد ملکف به راه‌اندازی سامانه‌ای سراسری برای دریافت گزارش‌ها درباره فعالیت‌های عمومی در فضای مجازی و ارسال هشدار می‌شود و گزارش‌های خود از فعالیت مردم در شبکه‌های اجتماعی را به قوه قضاییه می‌فرستد.
https://iranintl.com/202507221723"
2025-07-22 10:04:01+00:00,"مسعود پزشکیان، رییس دولت،‌ با اشاره به جنگ ۱۲ روزه با اسرائیل و درگیری‌ها در منطقه گفت: «حقوق بشر و سازمان ملل، در دنیای امروز ما دروغی بیش نیست.»

پزشکیان اضافه کرد: «ادعای خارجی‌ها مبنی بر ساخت بمب اتم در ایران، یک جوسازی و دروغ است. ما بمب اتم درست نمی‌کنیم، دروغ می‌گویند.»

رییس دولت با اشاره به اسرائیل گفت: «کشوری ساخته‌اند که هرکس را بخواهد، ترور می‌کند»
https://iranintl.com/202507227443"
2025-07-22 09:45:05+00:00,"ویدیوهای منتشرشده از سوی وزارت جنگلداری ترکیه، وقوع گردباد آتش را در منطقه بیله‌جیک ترکیه در دوشنبه ۳۰ تیر نشان می‌دهد.
بر اساس ویدیوها، در حالی که ستون‌های بلند دود از این آتش به آسمان رفته، آتش‌نشان‌ها در تلاش برای خاموش کردن آن هستند.
تابستان امسال آتش‌سوزی‌های جنگلی زیادی در سراسر ترکیه رخ داده و ده‌ها هزار نفر را مجبور به تخلیه موقت خانه‌های خود در این کشور کرده است."
2025-07-22 09:04:07+00:00,"فاطمه مهاجرانی، سخنگوی دولت پزشکیان، با اشاره به جنگ ۱۲ روزه گفت: «امیدواریم اسرائیل دوباره هوس حمله به ایران به سرش نزند، چون سیلی سخت‌تری دریافت خواهد کرد.»

او افزود در زمان جنگ «۲۳۰ مدرسه به عنوان پناهگاه ساماندهی شد و ۵۶ مدرسه در اختیار افراد آسیب دیده قرار گرفت.»

سخنگوی دولت پزشکیان اضافه کرد: «یکی از دستاوردهای جنگ ۱۲ روزه این بود که فصل نوین حکمرانی را با مردم آغاز کنیم.»
https://iranintl.com/202507228199"
2025-07-22 08:49:07+00:00,"فاطمه مهاجرانی، سخنگوی دولت پزشکیان،‌ آمار جمهوری اسلامی از حملات اسرائیل در جنگ ۱۲ روزه را در نشست خبری ارائه داد و اعلام کرد مجموعا هزار و ۶۲ نفر کشته شدند که از میان آن‌ها ۲۷۶ نفر، حدود یک‌چهارم، غیرنظامی بوده‌اند.

در جریان حملات اسرائیل صدها نیروی نظامی از جمله مقام‌های ارشد نظامی جمهوری اسلامی کشته شدند.

به گفته سخنگوی دولت، استان تهران با ۲۶۵ نفر بیشترین کشته‌ها را در جنگ ۱۲ روزه داشته است.
https://iranintl.com/202507222398"
2025-07-22 08:42:14+00:00,"ولودیمیر زلنسکی، رئیس‌جمهور اوکراین اعلام کرد مذاکرات صلح با روسیه چهارشنبه در ترکیه برگزار خواهد شد. او ابراز امیدواری کرده که این مذاکرات بتواند به کاهش تنش‌ها و یافتن راه‌حلی دیپلماتیک برای پایان جنگ کمک کند.

گفت‌‌وگو با فرزیا ثابتی، خبرنگار ایران‌اینترنشنال
@iranintltv"
2025-07-22 08:41:40+00:00,"بهنام دارایی‌زاده، حقوقدان و پژوهشگر ارشد کمپین حقوق بشر ایران می‌گوید حملات اسرائیل در اوین، تجریش و دیگر نقاط، طبق موازین بین‌المللی می‌تواند جنایت جنگی باشد. او تاکید کرد جمهوری اسلامی هم متهم است اما هیچ‌یک صلاحیت دیوان کیفری را نمی‌پذیرند.

@iranintltv"
2025-07-22 08:04:24+00:00,"‌
عباس عراقچی، وزیر خارجه جمهوری اسلامی، در مصاحبه‌ با شبکه فاکس‌نیوز گفت: «این هرگز سیاست جمهوری اسلامی نبوده که اسرائیل را از نقشه جهان حذف کند.»

او افزود که تهران همچنان به حمایت از گروه‌های مسلح طرفدار فلسطین ادامه خواهد داد. عراقچی گفت: «ما معتقدیم که این گروه‌ها، حماس، حزب‌الله و حوثی‌ها، برای یک هدف عادلانه می‌جنگند. ما همواره از آن‌ها حمایت کرده‌ایم، چه از نظر سیاسی و چه از طرق دیگر.»

سخنان عراقچی در حالی مطرح می‌شود که علی خامنه‌ای و دیگر مقام‌های جمهوری اسلامی بارها بر نابودی اسرائیل تاکید کرده‌اند."
2025-07-22 08:04:01+00:00,"روزنامه دولتی فرهیختگان، وابسته به دانشگاه آزاد اسلامی، با اشاره به واکنش رهبر جمهوری اسلامی در جنگ ۱۲ روزه با اسرائیل نوشت که علی خامنه‌ای با صدور پیامی به ملت، «بدون آن‌که کمترین نشانی از اضطراب یا ناراحتی بروز دهد» وعده «انتقامی قاطع و عزتمندانه» داد.

این روزنامه افزود رهبر جمهوری اسلامی ساعاتی بعد در قاب رسانه ظاهر شد و با آرامشی کم‌نظیر، جملاتی روحیه‌بخش و قاطع به کار برد: «بیچاره‌شان می‌کنیم».

خامنه‌ای با آغاز حملات نظامی اسرائیل در جنگ ۱۲ روزه به پناهگاهی زیرزمینی منتقل شد.
https://iranintl.com/202507228306"
2025-07-22 07:25:37+00:00,"🔻مهدی تاج، رئیس فدراسیون فوتبال در برنامه فوتبال برتر در واکنش به بازگشت ریکاردو ساپینتو به فوتبال ایران در جریان جنگ ۱۲ روزه گفت: «در حالی که بسیاری از خارجی‌ها با وجود داشتن قرارداد، از ایران رفتند، ساپینتو به اقتدار کشور احترام گذاشت و این برای فدراسیون فوتبال باید مهم باشد و ممکن است تاثیری در رای او داشته باشد.»

@iranintltvsport"
2025-07-22 07:04:02+00:00,"اسماعیل کوثری، عضو کمیسیون امنیت ملی مجلس، با اشاره به نفوذ در میان مقام‌های جمهوری اسلامی و جنگ ۱۲ روزه با اسرائیل گفت: «در حال حاضر بیشتر باید روی تلفن‌ها و سیستم‌هایی که استفاده شده کار کرد.»

او افزود: «کسانی که عامل بیگانه می‌شوند را حتما باید زیر نظر داشت یا به آن‌ها تذکر داده شود که شما دارید فریب می‌خورید؛ یا این‌که اگر کسی فریب خورده است و دست و برنمی‌دارد حتما باید اقدامات قانونی صورت گیرد و آن شخص دستگیر شود.»

این نماینده مجلس درباره شناسایی و حمله به مقام‌ها در طول جنگ اضافه کرد: «دشمنان روی این‌ها کار کردند که مشخص شده مقامات و فرماندهان ما کجا بودند و بر آن اساس هم اقدام خودشان را انجام دادند.»
https://iranintl.com/202507227022"
2025-07-22 06:21:57+00:00,"ستار هاشمی، وزیر ارتباطات دولت پزشکیان، سه‌شنبه ۳۱ تیر در صحن علنی مجلس گفت: «در حوزه اقتصاد دیجیتال، حدود ۱۰ میلیون نفر از شهروندان به‌صورت مستقیم و غیرمستقیم امرار معاش می‌کنند. در این زمینه، ما در جنگ آسیب‌هایی جدی دیدیم و ۳۰ درصد کاهش اشتغال داشتیم.»
هاشمی افزود: «در هر دو روز، معادل یک هزار میلیارد به اقتصاد دیجیتال کشور خسارت وارد شد. یعنی چیزی در حدود ۱۵ هزار میلیارد تومان در ماه، که با بودجه سالانه برخی از وزارتخانه‌ها برابری می‌کند.»"
2025-07-22 05:57:08+00:00,"محمدباقر قالیباف، رییس مجلس، با اشاره به جنگ ۱۲ روزه گفت «سیستم‌عامل بومی» و «شبکه ملی اطلاعات» اساس رویکرد ما در حوزه فضای مجازی است و از مهم‌ترین اولویت‌های ملی به شمار می‌روند.

ستار هاشمی، وزیر ارتباطات دولت پزشکیان، در صحن مجلس اشاره کرد که در جنگ ۱۲ روزه محدودیت‌هایی در بحث اینترنت اتفاق افتاد و ما تلاش کردیم دو هزار میلیارد تومان برای جبران خسارات تامین کنیم.

از سوی دیگر نیز سلمان ذاکر، نماینده ارومیه، اشاره کرد: «آیا سکوهای داخلی از امنیت کافی برخوردار بودند و اگر بودند پس چرا بانک‌ها در دوره جنگ ۱۲ روزه به این میزان آسیب‌پذیر بودند.»
https://iranintl.com/202507220915"
2025-07-22 05:27:31+00:00,"روزنامه جوان، وابسته به سپاه پاسداران با اشاره به جنگ ۱۲ روزه میان جمهوری اسلامی و اسرائیل نوشت: «ملت ایران ثابت کرده که ولایت‌محوری، یک شعار نیست، بلکه اتحاد حول محور ولایت برخاسته از ژن تاریخی این سرزمین است. از کوروش تا قاسم سلیمانی، این رشته پیوند هرگز نگسسته است.» 
این رسانه وابسته به سپاه افزود: «امروز، ایران ولایت‌مدار، آینده‌ای روشن‌تر از همیشه پیش رو دارد.»
https://iranintl.com/202507227876"
2025-07-22 03:18:32+00:00,"مهرزاد بروجردی، رئیس دانشکده علم و فناوری دانشگاه علم و فناوری میزوری می‌گوید: «سه سال و نیم از این جنگ می‌گذرد و پوتین فکر می‌کند از لحاظ نظامی می‌تواند پیروز شود. بودجه دفاعی روسیه امسال ۱۵۰ میلیون دلار است؛ یعنی سه برابر بودجه دفاعی اوکراین.»
@iranintltv"
2025-07-22 03:15:18+00:00,"سازمان عفو بین‌الملل با انتشار گزارشی مفصل اعلام کرد که حملات هوایی عمدی ارتش اسرائیل به زندان اوین در تهران نقض جدی حقوق بین‌الملل بشردوستانه بوده و باید به‌عنوان جنایت جنگی مورد تحقیقات کیفری قرار گیرد.

عفو بین‌الملل در بیانیه‌ای که بامداد سه‌شنبه ۳۱ تیر به‌وقت بریتانیا منتشر شد، گفت: «ویدیوهای راستی‌آزمایی‌شده، تصاویر ماهواره‌ای و مصاحبه با شاهدان عینی، خانواده‌های زندانیان و مدافعان حقوق بشر نشان می‎دهد که ارتش اسرائیل چند حمله هوایی به زندان اوین انجام داده که منجر به کشته و زخمی شدن ده‌ها غیرنظامی و وارد آمدن خسارات و ویرانی گسترده در دستکم شش نقطه مختلف این مجموعه شده است.»

اسرائیل در جریان جنگ ۱۲ روزه، بین ساعت ۱۱ تا ۱۲ ظهر به‌وقت تهران در روز دوم تیر، بخش‌هایی از زندان اوین را مورد حمله قرار داد.
https://iranintl.com/202507225895"
2025-07-22 03:05:48+00:00,"مراد ویسی، تحلیل‌گر ارشد ایران‌اینترنشنال، گفت: «جمهوری اسلامی با وجود تلاش‌ها، موفق به خرید سامانه‌های پدافندی از چین و روسیه نشده و پدافند موجود هم در برابر حملات اخیر اسرائیل ناکارآمد بوده است. با تداوم این ضعف‌ها، در صورت وقوع جنگ مجدد، جمهوری اسلامی دوباره غافل‌گیر خواهد شد.»
@iranintltv"
2025-07-21 21:59:06+00:00,"عباس عراقچی، وزیر خارجه جمهوری اسلامی با اشاره به جنگ ۱۲ روزه گفت: «با تدبیر و هوشمندی رهبری و تلاش همه‌جانبه، کشور ظرف چند ساعت خود را جمع و جور کرد و توانست سرپا بایستد.» 
او ادامه داد: «از طریق موشک‌هایمان اقدامات دشمن را تلافی کردیم و دشمن مجبور به آتش‌بس بدون پیش‌شرط شد.»
https://iranintl.com/202507210980"
2025-07-21 19:34:07+00:00,"محمدمهدی میرباقری، عضو مجلس خبرگان گفت: «همان‌طور که در جنگ ۱۲ روزه دیدیم مردم احساس امنیت روانی داشتند و رزمندگان ما از شهادت نمی‌ترسیدند.» 
او افزود: «شیطان لشکر خوف دارد، همانطور که آمریکا و اسرائیل همه امکانات و رسانه‌ها را برای ایجاد خوف دارند، اما وعده الهی در نصرت است.»
https://iranintl.com/202507216441"
2025-07-21 18:34:02+00:00,"علیرضا پناهیان، سخنران دفتر خامنه‌ای با اشاره به احتمال مذاکره میان جمهوری اسلامی و کشورهای غربی بعد از جنگ ۱۲ روزه گفت: «مذاکره می‌تواند به عنوان یک حاشیه از حرکت قوی ملت مطرح شود، مذاکره نه خیلی قابل موافقت و نه خیلی قابل مخالفت است اما به عنوان یک اتفاق حاشیه‌ای، همیشه قابل تحمل است.»
https://iranintl.com/202507219336"
